id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url
"744","White House Office","Paul Teller","Special Assistant to the President and House Special Assistant","","","","2017-01-23","","https://www.documentcloud.org/documents/3766668-Teller-Paul.html","","","","36","paul-teller","","","","","white-house-office","","","","","","","","","Teller","","","","",""
"746","White House Office","Katie Walsh","Assistant to the President and Deputy Chief of Staff","","","","2017-01-20","2017-03-31","https://www.documentcloud.org/documents/3766670-Walsh-Katie.html","","","","36","katie-walsh","","","","","white-house-office","","","","","","","","","Walsh","","","","",""
"730","White House Office","Sarah Huckabee Sanders","Deputy Press Secretary","","","","2017-01-23","","https://www.documentcloud.org/documents/3766654-Sanders-Sarah-H.html","","","","36","sarah-huckabee-sanders","","","","","white-house-office","","","","","","","","","Sanders","","","","",""
"747","White House Office","Lindsay Walters","Special Assistant to the President and Deputy Press Secretary and Advisor to the Press Secretary","","","","","","https://www.documentcloud.org/documents/3766671-Walters-Lindsay.html","","","","36","lindsay-walters","","","","","white-house-office","","","","","","","","","Walters","","","","",""
"748","White House Office","Madeleine Westerhout","Special Assistant to the President and Executive Assistant to the President","","","","2017-01-20","","https://www.documentcloud.org/documents/3766672-Westerhout-Maedeleine.html","","","","36","madeleine-westerhout","","","","","white-house-office","","","","","","","","","Westerhout","","","","",""
"749","White House Office","Paul Winfree","Deputy Director of the Domestic Policy Council and Director of Budget Policy","","","","2017-01-20","2017-12-15","https://www.documentcloud.org/documents/3766673-Winfree-Paul.html","","","","36","paul-winfree","","","","","white-house-office","","","","","","","","","Winfree","","","","",""
"750","White House Office","Ross Worthington","Advisor for Policy, Strategy and Speechwriting, Domestic Policy Council","","","","2017-01-20","","https://www.documentcloud.org/documents/3766674-Worthington-Ross.html","","","","36","ross-worthington","","","","","white-house-office","","","","","","","","","Worthington","","","","",""
"745","State","Andrea Thompson","Senior Advisor, Office Of Policy Planning","Under Secretary for Arms Control and International Security Affairs","","","2017-09-26","","https://www.documentcloud.org/documents/3766669-Thompson-Andrea.html","","","","12","andrea-thompson","","","","","state","","","","","","","","","Thompson","true","","","",""
"754","Agriculture","Samuel Harvey Clovis","Senior White House Advisor","","","$179,700","2017-01-20","","https://www.documentcloud.org/documents/3863533-Clovis-Sam.html","","","","5","samuel-harvey-clovis","","","","","agriculture","","","","","Teaches business, management and public policy classes. He is a former corporate executive with Northrup Grumman and a retired U.S. Air Force fighter pilot. Education: B.S., U.S. Air Force Academy; M.B.A., Golden State University; D.P.A., University of Alabama","Morningside College","https://web.archive.org/web/20150322160314/https://www.morningside.edu/about-morningside/directory/sam-clovis/","","Clovis","","","","","https://www.documentcloud.org/documents/4824368-Samuel-Harvey-Clovis-Resume.html"
"755","Agriculture","Jody Adams Cummins","Confidential Assistant, Office of the Under Secretary for Research, Education and Economics","Confidential Assistant, Marketing and Regulatory Programs","","$66,510","2017-01-20","","https://www.documentcloud.org/documents/4345125-Cummins-Jody.html","","","","5","jody-adams-cummins","","","","","agriculture","","","","","","","","","Cummins","","","","","https://www.documentcloud.org/documents/4824353-Jody-Adams-Cummins-Resume.html"
"2330","White House Office","James William Carroll","Special Assistant to the President and Senior Counsel","","","$140,000","2017-01-20","2018-02-02","https://www.documentcloud.org/documents/3766563-Carroll-James-W.html","","","","36","james-william-carroll-white-house-office","","","","","white-house-office","","","","https://www.linkedin.com/in/james-carroll-43385111/","Mr. Carroll is the Acting Director of the Office of National Drug Control Policy (ONDCP) in the Executive Office of the President. Prior to joining ONDCP, he served in the Administration of President Trump as Assistant to the President and Deputy Chief of Staff at the White House, General Counsel of the Office of Management and Budget, and Deputy Assistant and Senior Counsel to the President. Prior to joining the Trump Administration, Mr. Carroll served as Washington, D.C., Counsel at the Ford Motor Company and as General Counsel of the Ford Motor Company Fund. During the George W. Bush Administration, Mr. Carroll served as Special Assistant and Associate Counsel to the President at the White House, Deputy General Counsel and Acting General Counsel at the U.S. Department of the Treasury, and as an attorney at the U.S. Department of Justice.","The White House","https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-personnel-key-administration-post-3/","","Carroll","","","Management and Budget","",""
"1980","Defense","Anita K. Blair","Deputy Assistant Secretary of Defense (Civilian Personnel Policy)","","","$179,700","2017-06-25","","","","","","13","anita-k-blair","","","","","defense","","","","https://www.linkedin.com/in/anitablair/","Prior to this appointment, beginning in 2011, Ms. Blair served as the Deputy Assistant Secretary of the Treasury for Human Resources and Chief Human Capital Officer (DASHR-CHCO). She was responsible for Department-wide policy and oversight in all areas of human capital management. At Treasury Ms. Blair instituted “HRStat” performance reviews; organized the Human Capital professional community; led development of an enterprise-wide integrated talent management system; and initiated policies and programs for strategic workforce planning and competency-based functional community management to address critical skills gaps. Before joining the Treasury Department, Ms. Blair was Chief Strategist for the National Security Professional Development Integration Office. From 2001 to 2009, Ms. Blair served in the Office of the Assistant Secretary of the Navy for Manpower and Reserve Affairs, first as Deputy Assistant Secretary for Military Personnel Policy and later as Deputy Assistant Secretary for Total Force Transformation, where she was responsible for developing and implementing the Department’s Human Capital Strategy. In 2008, she became Acting Assistant Secretary, overseeing the management of a workforce comprising over 800,000 active and reserve military and civilian government employees. Ms. Blair is a Fellow of the National Academy of Public Administration. Before entering the federal government, she practiced business law and litigation. She earned her Juris Doctor degree from the University of Virginia School of Law and her Bachelor of Arts degree in Classical Greek and Geography from the University of Michigan.","Department of Defense","https://web.archive.org/web/20180122171729/https://www.defense.gov/About/Biographies/Biography-View/Article/1274301/anita-blair/","","Blair","","","","",""
"757","Agriculture","Brock Andrew Densel","Confidential Assistant","Legislative Analyst","Confidential Assistant, Office of Congressional Relations","$66,510","2017-01-20","","https://www.documentcloud.org/documents/3863536-Densel-Brock.html","","","","5","brock-andrew-densel","","","","","agriculture","","","","","","","","","Densel","","","","","https://www.documentcloud.org/documents/4824370-Brock-Andrew-Densel-Resume.html"
"761","Agriculture","Joseph Lindberg Gilson","Confidential Assistant, Rural Development","Staff Assistant","","$54,972","2017-01-22","","https://www.documentcloud.org/documents/3863539-Gilson-Joseph.html","","","","5","joseph-lindberg-gilson","","","","","agriculture","","","","https://www.linkedin.com/in/joe-gilson-b5b6a5a3/","","","","","Gilson","","","","","https://www.documentcloud.org/documents/4824478-Joseph-Lindberg-Gilson-Resume.html"
"752","Agriculture","Henry Turner Bridgforth","Deputy White House Liaison","Deputy Director for Intergovernmental Affairs","Rural Utilities Service, Confidential Assistant","$81,548","2017-01-20","","","","","","5","henry-turner-bridgforth","","","","","agriculture","","","","","","","","","Bridgforth","","","","","https://www.documentcloud.org/documents/4824349-Henry-Turner-Bridgforth-Resume.html"
"769","Agriculture","Elias Michael Rella","Staff Assistant","Staff Assistant, Natural Resources and Environment","","$35,009","2017-01-20","2017-06-23","https://www.documentcloud.org/documents/3863545-Rella-Elias.html","","","","5","elias-michael-rella","","","","","agriculture","","","","","","","","","Rella","","","","","https://www.documentcloud.org/documents/4824420-Elias-Michael-Rella-Resume.html"
"770","Agriculture","Michawn Marie Rich","Special Assistant","Deputy Director, Press Secretary","","$131,767","2017-01-30","","https://www.documentcloud.org/documents/3863546-Rich-Michawn.html","","","","5","michawn-marie-rich","","","","","agriculture","","","","","Michawn is a native Nevadan, hailing from Reno. Her recent work includes time with U.S. Senators Dean Heller of Nevada and Rob Portman of Ohio.","Department of Agriculture via Hagstrom Report","http://www.hagstromreport.com/assets/2017/2017_0510_USDA-StaffMemo.pdf","","Rich","","","","","https://www.documentcloud.org/documents/4824422-Michawn-Marie-Rich-Resume.html"
"768","Agriculture","George Ervin \"Sonny\" Perdue","Secretary of Agriculture","","","$153,800-$210,700","2017-04-25","","https://www.documentcloud.org/documents/3766840-Perdue-George-E.html","","","","5","george-ervin-sonny-perdue","","","","","agriculture","","","","https://www.linkedin.com/in/sonny-perdue-5a08a553","Sonny Perdue was sworn in as Georgia’s 81st Governor on January 13, 2003. Governor Perdue immediately went to work reforming the state budget, setting priorities, and cutting wasteful spending. His efforts helped stimulate the economy and turn the state budget deficit that he inherited in to a substantial surplus. The Governor then invested in his top priorities and got results. During Perdue’s first term, Georgia created over 200,000 new jobs and posted the highest graduation rate and SAT scores in state history. After a first term marked by numerous accomplishments, Governor Perdue won re-election by an overwhelming margin in November 2006. As Georgia’s Governor, Perdue has led the state based on his life experiences prior to entering public service. Sonny was born on December 20, 1946, in Perry, Georgia, to a lifelong farmer and a classroom teacher. He graduated from Warner Robins High School and earned a doctorate in veterinary medicine in 1971 from the University of Georgia. Following his service as a Captain in the United States Air Force, Perdue became a successful small business owner, concentrating in agribusiness and transportation. Today, those businesses have grown to include several locations across the Southeast. Perdue was a respected leader in his church and his community when he decided to enter public service. After serving on the Houston County Planning and Zoning Board during the 1980’s, he ran for the Georgia State Senate in 1990 and won. Sonny spent the next 11 years representing his Middle Georgia district in the General Assembly. Perdue left the State Senate in 2001 to begin his successful campaign for Governor, which focused on restoring public trust in state government and empowering all Georgians. As a state senator, he was often praised for tackling issues when no one else had the courage to do so and for his ability to grasp the nuances of complex problems. Sonny was recognized as a leading authority on numerous issues including agriculture, transportation, education, emerging technologies and economic development. Perdue campaigned for Governor on a platform of restoring public trust in state government and empowering all Georgians by eliminating undue interference by government bureaucracies. He has dedicated his administration to attracting new businesses and jobs to Georgia, improving the quality of programs that touch the lives of children, and fighting for a comprehensive ethics reform package. For all of his success in business and public service, Governor Perdue is proudest to serve as devoted husband, loving father, and grandfather. Sonny is married to the former Mary Ruff of Atlanta, Georgia. The couple has four children and eleven grandchildren. Additionally, Sonny and Mary have served as foster parents for eight newborns awaiting adoption. The Perdue’s attend the First Baptist Church of Woodstock, where they have taught a Sunday school class for young couples emphasizing the importance of faith in building a strong and lasting marriage.","Georgia Office of the Governor via Internet Archive","https://web.archive.org/web/20180117193029/http://sonnyperdue.georgia.gov/00/channel_modifieddate/0%252C2096%252C78006749_98067483%252C00.html","","Perdue","","","","",""
"2780","Office of National Drug Control Policy","Taylor P. Weyeneth","White House Liaison","Deputy Chief of Staff","","$79,720","2017-03-13","2018-01-31","https://www.documentcloud.org/documents/4388298-Taylor-P-Weyeneth-Financial-Disclosure.html","","","","78","taylor-p-weyeneth-office-of-national-drug-control-policy","","","","","office-of-national-drug-control-policy","","","","","In May 2016, Taylor Weyeneth was an undergraduate at St. John’s University in New York, a legal studies student and fraternity member who organized a golf tournament and other events to raise money for veterans and their families.

Less than a year later, at 23, Weyeneth, was a political appointee and rising star at the Office of National Drug Control Policy, the White House office responsible for coordinating the federal government’s multibillion dollar anti-drug initiatives and supporting President Trump’s efforts to curb the opioid epidemic. Weyeneth would soon become deputy chief of staff.","The Washington Post","https://www.washingtonpost.com/investigations/meet-the-24-year-old-trump-campaign-worker-appointed-to-help-lead-the-governments-drug-policy-office/2018/01/13/abdada34-f64e-11e7-91af-31ac729add94_story.html?utm_term=.b6c83b45bb46","","Weyeneth","","","","",""
"764","Agriculture","Carly Jean Miller Couture","Confidential Assistant","Confidential Assistant, Congressional Affairs","Deputy Director for Intergovernmental Affairs","$94,976","2017-01-20","","https://www.documentcloud.org/documents/3863534-Couture-Carly.html","","","","5","carly-jean-miller-couture","","","","","agriculture","","","","","Carly Couture has been hired to lead the Kansas campaign. She is the wife of former state Rep. Travis Couture-Lovelady, R-Palco, who resigned this year to take a job as a lobbyist for the National Rifle Association.","Lawrence Journal World","http://www2.ljworld.com/weblogs/capitol-report/2016/aug/17/trump-campaign-launches-kansas-operation/","","Couture","","","","","https://www.documentcloud.org/documents/4824406-Carly-Jean-Miller-Couture-Resume.html"
"766","Agriculture","Ella Mizrahi","Staff Assistant","Press Assistant","","$25,261","2017-01-30","2017-08-18","https://www.documentcloud.org/documents/3863543-Mizrahi-Ella.html","","","","5","ella-mizrahi","","","","","agriculture","","","","","","","","","Mizrahi","","","","","https://www.documentcloud.org/documents/4824408-Ella-Mizrahi-Resume.html"
"767","Agriculture","Christopher Paul O'Hagan","Confidential Assistant","Confidential Assistant, Research, Education and Economics","","$66,510","2017-01-20","","https://www.documentcloud.org/documents/3863544-Ohagan-Christopher.html","","","","5","christopher-paul-o-hagan","","","","","agriculture","","","","https://www.linkedin.com/in/christopher-o-hagan-8788ab71/","Resume on LinkedIn","LinkedIn","https://www.linkedin.com/in/christopher-o-hagan-8788ab71/detail/treasury/summary/?entityUrn=urn%3Ali%3Afs_treasuryMedia%3A(ACoAAA9CqRwBRPA5PpGqIqxQkfeRiprRDpuVDXM%2C1485742250019)","","O'Hagan","","","","","https://www.documentcloud.org/documents/4824414-Christopher-Paul-O-Hagan-Resume.html"
"774","Agriculture","Robyn Gregory Whitney","Staff Assistant","Legislative Analyst","Staff Assistant, Office of Congressional Affairs","$68,036","2017-01-20","","https://www.documentcloud.org/documents/3863549-Whitney-Robyn.html","","","","5","robyn-gregory-whitney","","","","","agriculture","","","","https://www.linkedin.com/in/robyn-whitney-3837a9a2/","","","","","Whitney","","","","","https://www.documentcloud.org/documents/4824437-Robyn-Gregory-Whitney-Resume.html"
"775","Agriculture","Larry Christopher Young","Senior Advisor to the Secretary","Deputy Chief of Staff for Operations","","$179,700","2017-01-30","","https://www.documentcloud.org/documents/3863550-Young-Larry.html","","","","5","larry-christopher-young","","","","","agriculture","false","","","https://www.linkedin.com/in/chris-young-6b605114/","Chris Young, a native of Fitzgerald, Georgia, serves as the Executive Director of CIFAL Atlanta, an arm of the United Nations Institute for Training and Research (UNITAR), and is a Fellow with UNITAR. The center, located on the campus of Kennesaw State University, focuses on capacity building for local governments and civil society leaders, with programmatic emphases on economic development and fair trade, water, disaster preparation and recovery, and good governance. Its work largely targets emerging democracies and economies within the Americas. Mr. Young is also a sought-after keynote speaker and trainer, featured presenter, and subject-matter expert in leadership and organizational dynamics, diplomatic negotiations, foreign affairs, international protocol, cross-cultural literacy, and global business etiquette. His clients include Fortune 500 companies; major universities; national, state, and municipal governments; chambers of commerce and economic development agencies; professional associations; and global sporting events. For seven years, he led Protocol & Diplomacy International – Protocol Officers Association (PDI-POA), the worldwide professional organization for those in those related fields, as its elected president. Today he serves as the past president and chair of the committee on governance and ethics. In August 2014, he was honored by his peers from around the world with the PDI-POA Ann Beard Achievement Award, the highest in his profession. Mr. Young’s career also includes service as the Executive Director of The Protocol School of Washington and Chief of Protocol and Director of International Affairs for the State of Georgia, the latter of which he held for two successive administrations. In 2010, Georgia Trend magazine tapped him as one of the State’s “40 Under 40,” Georgia’s forty rising stars and influential leaders under the age of forty. Mr. Young graduated with highest honors from the Georgia Institute of Technology, entering as a President’s Scholar and earning a BS degree in History. He received his law degree (Juris Doctor), with honor, from the University of Georgia. In 1999 he was appointed as a nationally prestigious Harry S. Truman Scholar. In March 2006, Mr. Young was named as the recipient of Georgia Tech’s Ivan Allen Alumni Legacy Award. An inveterate traveler and avid pianist, he attends Mt. Paran Church in Atlanta and is a member of their choir.","Chronicle Vitae","https://chroniclevitae.com/people/329509-chris-young/profile","","Young","","","","","https://www.documentcloud.org/documents/4824440-Larry-Christopher-Young-Resume.html"
"776","Defense","Heather A. Wilson","Secretary of the Air Force, Office of the Secretary","","","","2017-05-10","","https://www.documentcloud.org/documents/3766846-Wilson-Heather-A.html","","","","13","heather-a-wilson","true","","","","defense","","","","","An Air Force Academy graduate, Rhodes Scholar, and former National Security Council staff member, Heather Wilson was the first woman veteran of the U.S. armed services to serve in the U.S. Congress and only the second woman to represent New Mexico in Congress.1 Heather A. Wilson was born on December 30, 1960, in Keene, New Hampshire. During her junior year in Keene High School, the U.S. Air Force Academy began admitting women. Wilson, who hoped to become a pilot, like her father and grandfather, entered the academy and graduated in 1982. She earned a Rhodes Scholarship to study at Oxford University where, by 1985, she earned a master’s and a doctorate in international relations. Wilson served in the Air Force until 1989 when she joined the National Security Council staff as director for European Defense Policy and Arms Control. In 1991, she married lawyer Jay Hone, and the couple settled in New Mexico. They raised three children: Scott, Joshua, and Caitlin. Wilson then started a consulting firm and, from 1995 to 1998, served in the governor’s cabinet as secretary of the New Mexico children, youth and families department. When New Mexico’s Albuquerque Congressman Steven H. Schiff declared he would not run for re–election in the fall of 1998 because of his battle with skin cancer, Wilson resigned her cabinet post and entered the Republican primary. She won the support of Schiff and U.S. Senator Pete V. Domenici, who lent her several trusted aides and called her “the most brilliantly qualified House candidate anywhere in the country.”2 But Schiff’s death in March necessitated a June 23 special election. With Domenici’s support, Wilson became the Republican candidate for the special election, propelling her to a sizable win in the June 2 primary for the fall election against conservative state senator William F. Davis. Three weeks later, Wilson won the special election (with 45 percent of the vote) in a three–way race against millionaire Democratic state senator Phillip J. Maloof and Green Party candidate Robert L. Anderson. She was sworn into office on June 25, 1998, making her the first woman since Georgia Lusk in 1946, and the first Republican woman ever, to represent New Mexico.3 The special election was but a preview for the fall election for the full two–year term. In both races, Wilson’s slogan “fighting for our families” encompassed an agenda including better public schools, elimination of the marriage penalty, and an elimination of estate taxes. Both races were contentious and costly. For the June 23 special election Maloof spent $3.1 million and portrayed Wilson as an outsider. Leading up to the November 1998 general election, Maloof spent an additional $5 million to Wilson’s $1.1 million, making it the most expensive House race in New Mexico’s history. Wilson prevailed, with 48 percent of the vote. She won her 2000 re–election bid by a seven–point margin over her Democratic challenger. In 2002, she defeated Democrat Richard Romero with 55 percent to 45 percent of the vote. Two years later, she defeated Romero by a similar margin to earn a seat in the 109th Congress (2005–2007). In 2006, when Republicans lost the majority in the House, Wilson faced her stiffest electoral challenge, defeating Democratic candidate Patricia Madrid by 861 votes out of more than 211,000 cast.4 When Wilson took her seat in the House in 1998, she received assignments on the Commerce Committee (later renamed Energy and Commerce), including its subcommittees on Telecommunication, Energy and Air Quality, and Environment and Hazardous Materials. She remained on that panel for the duration of her House career. Wilson also won an additional seat on the Permanent Select Committee on Intelligence. But she left that assignment in the 107th Congress (2001–2003) for a seat on the powerful Armed Services Committee. Armed Services offered her a prime vantage point from which to oversee personnel and infrastructure issues at two installations in her district: Kirtland Air Force Base and the Sandia National Lab. In the 109th Congress, Wilson left Armed Services to return to the Intelligence Committee, where she chaired the Subcommittee on Technical and Tactical Intelligence. Wilson’s reputation in Congress was that of a moderate Republican who was not reluctant to take positions independent of her party. She called for a simplification of the tax codes and became one of the GOP’s point persons in the House to criticize the American bombing campaign in Kosovo. But on social issues, she was more moderate than many of her GOP colleagues. She supported requiring federal workers’ health plans to cover contraceptive coverage (although she opposed using public money to pay for abortions) and also voted down an amendment that would have banned adoptions by gay parents in the District of Columbia. She also opposed a plan by the Republican leadership to move management of the nuclear weapons program (largely based in New Mexico) from the Department of Energy to the Pentagon.5 In 2006, Wilson led efforts to ensure congressional oversight of the President’s terrorist surveillance program. Wilson chose not to seek re–election to a sixth term in the House, and instead announced her intention to run in 2008 for an open U.S. Senate seat being vacated by longtime New Mexico Senator Pete Domenici. Wilson narrowly lost the Republican primary and retired from the House at the conclusion of the 110th Congress on January 3, 2009.","U.S. House of Representatives","http://history.house.gov/People/Detail/24163","","Wilson","","","","",""
"805","U.S. Trade Representative","Robert Emmet Lighthizer","U.S. Trade Representative","","","","2017-05-11","","https://www.documentcloud.org/documents/3766848-Lighthizer-Robert-E.html","","","","39","robert-emmet-lighthizer","true","","","","u-s-trade-representative","","","","","","","","","Lighthizer","","","","",""
"804","U.S. Agency for International Development","Mark Andrew Green","Administrator for the U.S. Agency for International Development","","","","2017-08-07","","https://www.documentcloud.org/documents/3766829-Green-Mark-Andrew.html","","","","38","mark-andrew-green","","","","","u-s-agency-for-international-development","","","","","","","","","Green","","","","",""
"777","Defense","Earl G. Matthews","Special Assistant","Principal Deputy General Counsel, Department of the Army","","$131,767","2017-01-20","","https://www.documentcloud.org/documents/4387544-Earl-G-Matthews-Financial-Disclosure.html","","","","13","earl-g-matthews","","","","","defense","","","","https://www.linkedin.com/in/earl-g-matthews-458b2138/","Earl G. Matthews has been selected for appointment to the Senior Executive Service, and for assignment as the principal deputy general counsel for the Army. Matthews was most recently special assistant to the Secretary of Defense. He is a graduate of Villanova University, Harvard Law School, the National Intelligence University, the Georgetown University Law Center, and the U.S. Army War College.","Department of Defense via Internet Archive","https://web.archive.org/web/20180117232728/https://www.defense.gov/News/News-Releases/News-Release-View/Article/1230972/senior-executive-service-announcements/source/GovDelivery/","","Matthews","","","","",""
"806","Veterans Affairs","Thomas Gray Bowman","Deputy Secretary of Veterans Affairs","","","","2017-08-03","","https://www.documentcloud.org/documents/3897328-Bowman-Thomas-G.html","","","","70","thomas-gray-bowman","","","","","veterans-affairs","","","","","","","","","Bowman","","","","",""
"772","Agriculture","Thayer Lamont Verschoor","Special Assistant","","","$87,263","2017-01-30","2017-07-22","https://www.documentcloud.org/documents/3863548-Verschoor-Thayer.html","","","","5","thayer-lamont-verschoor","","","","","agriculture","","","","https://www.linkedin.com/in/thayer-verschoor-012524a/","Arizona Republican Party Chief of Staff: Direct day-to-day operations, control budget, establish organizational structure, Oversee event planning, coordinate fundraising, Manage staff, Direct communications, Oversee and audit federal and state compliance; Arizona State Senate Arizona State Senator: Created and passed legislation to benefit the citizens of my district, as well as the entire state; worked within committees and form relationships with senators who have different political views; negotiated debated and persuaded other senators to support or oppose particular legislation; met with constituents on specific legislation and community concerns. Legislative Highlights: Senate President Pro-Tem; Elected Senate Majority Leader by my peers; Created the funding mechanism of $300,000,000 (STAN) that accelerated completion of freeway projects; Chairman of Arizona Budget Commission; Chairman of the Joint Legislative Audit Committee; Reflections in Ink Print Broker: Coordinated marketing campaigns using direct mail, door hangers, flyers, postcards, signs, etc. in the political and commercial fields; Prepared bids for prospective jobs; coordinated design and delivery of printed material; provided great customer service in a one-stop shop format; coordinated winning campaigns for multiple candidates; EzPac and Mail Owner/Operator: Acquired financing, investigated possible site locations, prepared marketing strategy, hired and trained personnel, established financial procedures, kept records of sales, produced P&L reports, created operations manual including job duties, pay scale, benefit package, hours of operation, performed periodic financial and performance audits, worked directly with customers to meet their needs; United States Army Nuclear, Biological, Chemical Specialist: Performed decontamination duties; awarded Army Achievement Medal; completed Jungle Warfare School in Panama; assistant to the Company Commander","LinkedIn","https://www.linkedin.com/in/thayer-verschoor-012524a/","","Verschoor","","","Veterans Affairs","",""
"773","Veterans Affairs","Thayer Lamont Verschoor","Deputy Assistant Secretary for Intergovernmental Affairs","","","$145,000","","","https://www.documentcloud.org/documents/3863548-Verschoor-Thayer.html","","","","70","thayer-lamont-verschoor-veterans-affairs","","","","","veterans-affairs","","","","https://www.linkedin.com/in/thayer-verschoor-012524a/","Arizona Republican Party Chief of Staff: Direct day-to-day operations, control budget, establish organizational structure, Oversee event planning, coordinate fundraising, Manage staff, Direct communications, Oversee and audit federal and state compliance; Arizona State Senate Arizona State Senator: Created and passed legislation to benefit the citizens of my district, as well as the entire state; worked within committees and form relationships with senators who have different political views; negotiated debated and persuaded other senators to support or oppose particular legislation; met with constituents on specific legislation and community concerns. Legislative Highlights: Senate President Pro-Tem; Elected Senate Majority Leader by my peers; Created the funding mechanism of $300,000,000 (STAN) that accelerated completion of freeway projects; Chairman of Arizona Budget Commission; Chairman of the Joint Legislative Audit Committee; Reflections in Ink Print Broker: Coordinated marketing campaigns using direct mail, door hangers, flyers, postcards, signs, etc. in the political and commercial fields; Prepared bids for prospective jobs; coordinated design and delivery of printed material; provided great customer service in a one-stop shop format; coordinated winning campaigns for multiple candidates; EzPac and Mail Owner/Operator: Acquired financing, investigated possible site locations, prepared marketing strategy, hired and trained personnel, established financial procedures, kept records of sales, produced P&L reports, created operations manual including job duties, pay scale, benefit package, hours of operation, performed periodic financial and performance audits, worked directly with customers to meet their needs; United States Army Nuclear, Biological, Chemical Specialist: Performed decontamination duties; awarded Army Achievement Medal; completed Jungle Warfare School in Panama; assistant to the Company Commander","LinkedIn","https://www.linkedin.com/in/thayer-verschoor-012524a/","","Verschoor","","","","","https://www.documentcloud.org/documents/4829329-Thayer-Lamont-Verschoor-Resume.html"
"823","Housing and Urban Development","Brian Darrell Montgomery","Assistant Secretary","","","","","","https://www.documentcloud.org/documents/4388345-Brian-Darrell-Montgomery-Financial-Disclosure.html","","","","75","brian-darrell-montgomery","","","","","housing-and-urban-development","","","","","","","","","Montgomery","true","","","",""
"2926","Transportation","Gregory Dakent Cote","Associate General Counsel","","","$179,700","2018-09-17","","","","","","32","gregory-dakent-cote","","","","","transportation","","","","","Prior to joining DOT, Mr. Cote served as a litigation partner with the law firm McCarter & English LLP in Boston, Massachusetts.  While there, he established a diverse practice focusing on civil rights, torts, property and environmental matters, contract disputes, class actions, and constitutional and appellate litigation.  He also played an integral role in the successful defense of two separate lawsuits challenging the constitutionality of a toll discount program administered by the Massachusetts Turnpike Authority and the Massachusetts Department of Transportation.  Between 2009 and 2018, Greg served on the Massachusetts Advisory Committee to the U.S. Commission on Civil Rights and, between 2012 and 2018, on the board of BOSTnet, a non-profit organization dedicated to enriching the lives of children through the development and improvement of after-school and out-of-school educational programs.  He grew up primarily in the Burlington, Vermont area, where he earned an A.S. from Champlain College and a B.A. from Trinity College of Vermont.  He received his law degree from Suffolk University Law School in Boston, Massachusetts.","US Department of Transportation","https://www.transportation.gov/administrations/office-general-counsel/gregory-d-cote","","Cote","","","","",""
"2962","Transportation","Marina Tse","Senior Advisor, Civil Rights","","","$164,200","2018-09-04","","","","","","32","marina-tse","","","","","transportation","","","","","Prof. Marina Tse, Former Deputy Assistant Secretary of the U.S. Department of Education

Prof. Marina Tse is the President of the International Education Leadership Foundation, whose purpose is to promote and conduct international cultural and educational exchanges as well as professional development.

Ms. Tse also is the Adjunct Professor of International Public Policy and Management at USC's School of Policy, Planning and Development.

Ms. Tse has served as the chief of the Western United States Office of the U.S. Department of Labor and as the former Deputy Assistant Secretary of the US Department of Education, Office of English Language Acquisition and Academic Achievement for Limited English Proficient Students. As such, she was the highest-ranking Asian American in Education in the nation. From 1996 to 1999, Ms. Tse was a member of the California State Board of Education.

Ms. Tse graduated from the University of Southern California with a Master's Degree in Special Education and from California State University, Los Angeles with Bachelor's Degrees in English and Education. Ms. Tse also graduated from Harvard University's Leadership in a New World Program.

Ms. Tse has received numerous awards for her professional and civic work and is listed in Marquis' \"Who's Who In America,\" \"Who's Who In American and Women\" and \"Who's Who In The World.\" She was named California's 24th Senatorial District's \"Woman of Distinction\" in 1997 and was awarded the \"Outstanding Service Award\" by the California State Federation/Council for Exceptional Children for her longtime contributions to children with special needs.","ASIAN PACIFIC AMERICAN ADVISORY COMMITTEE","http://apainaugural.asian.gop/hosts.shtml","","Tse","","","","",""
"783","Education","Jeffrey Justin Riemer","Deputy General Counselor, Postsecondary Service","Senior Counselor to the Secretary","","$170,000","2017-02-06","","https://www.documentcloud.org/documents/3912094-Riemer-Jeffrey-Justin.html","","","","3","jeffrey-justin-riemer","","","","","education","","","","https://www.linkedin.com/in/justinriemer/","Attorney specializing in state and federal election law and administrative law. Expertise in state government relations, including legislative drafting, legislative analysis at the state government level. Executive level management and public administration experience in managing state agency with budget of over $12 million and staff of 37. Expert in election administration issues, including redistricting, voter identification requirements, absentee voting, voter registration, and recounts. Experience in election law instruction and in Election Day Operations training. Experience in FEC compliance work. Experience in grassroots political organizing, coalition building, and get out the vote (GOTV) for political campaign. Policy experience in election law, local government law, federal administrative issues, health care, and judicial nominations. Licensed to practice law in the Commonwealth of Virginia, state of Maryland and the District of Columbia.","LinkedIn","https://www.linkedin.com/in/justinriemer/","","Riemer","","","","",""
